       0               0
       1074.9871       0.0000000
       1075.4690       0.0000000
       1075.9509       0.0000000
       1076.4329       0.0000000
       1076.9149       0.0000000
       1077.3969       0.0000000
       1077.8788       0.0000000
       1078.3607       0.0000000
       1078.8428       0.0000000
       1079.3247       0.0000000
       1079.8066       0.0000000
       1080.2886       0.0000000
       1080.7706       0.0000000
       1081.2526       0.0000000
       1081.7345       0.0000000
       1082.2164       0.0000000
       1082.6985       0.0000000
       1083.1804       0.0000000
       1083.6624       0.0000000
       1084.1443       0.0000000
       1084.6263       0.0000000
       1085.1083       0.0000000
       1085.5902       0.0000000
       1086.0723       0.0000000
       1086.5542       0.0000000
       1087.0361       0.0000000
       1087.5181       0.0000000
       1088.0001       0.0000000
       1088.4821       0.0000000
       1088.9640       0.0000000
       1089.4459       0.0000000
       1089.9280       0.0000000
       1090.4099       0.0000000
       1090.8918       0.0000000
       1091.3738       0.0000000
       1091.8558       0.0000000
       1092.3378       0.0000000
       1092.8197       0.0000000
       1093.3016       0.0000000
       1093.7837       0.0000000
       1094.2656       0.0000000
       1094.7476       0.0000000
       1095.2296       0.0000000
       1095.7115       0.0000000
       1096.1935       0.0000000
       1096.6754       0.0000000
       1097.1575       0.0000000
       1097.6394       0.0000000
       1098.1213       0.0000000
       1098.6033       0.0000000
       1099.0853       0.0000000
       1099.5673       0.0000000
       1100.0492       0.0000000
       1100.5311       0.0000000
       1101.0132       0.0000000
       1101.4951       0.0000000
       1101.9771       0.0000000
       1102.4590       0.0000000
       1102.9410       0.0000000
       1103.4230       0.0000000
       1103.9049       0.0000000
       1104.3868       0.0000000
       1104.8689       0.0000000
       1105.3508       0.0000000
       1105.8328       0.0000000
       1106.3148       0.0000000
       1106.7968       0.0000000
       1107.2787       0.0000000
       1107.7606       0.0000000
       1108.2427       0.0000000
       1108.7246       0.0000000
       1109.2065       0.0000000
       1109.6885       0.0000000
       1110.1705       0.0000000
       1110.6525       0.0000000
       1111.1344       0.0000000
       1111.6163       0.0000000
       1112.0984       0.0000000
       1112.5803       0.0000000
       1113.0623       0.0000000
       1113.5442       0.0000000
       1114.0262       0.0000000
       1114.5082       0.0000000
       1114.9901       0.0000000
