3500	0.0001
3500.5	9.5e-05
3501	9e-05
3501.5	8.5e-05
3502	8e-05
3502.5	7.5e-05
3503	7e-05
3503.5	6.5e-05
3504	6e-05
3504.5	5.5e-05
3505	5e-05
3505.5	4.5e-05
3506	4e-05
3506.5	3.5e-05
3507	3e-05
3507.5	2.5e-05
3508	2e-05
3508.5	1.5e-05
3509	1e-05
3509.5	5e-06
3510	0
3510.5	0
3511	0
3511.5	0
3512	0
3512.5	0
3513	0
3513.5	0
3514	0
3514.5	0
3515	0
3515.5	0
3516	0
3516.5	0
3517	0
3517.5	0
3518	0
3518.5	0
3519	0
3519.5	0
3520	0
3520.5	5e-06
3521	1e-05
3521.5	1.5e-05
3522	2e-05
3522.5	2.5e-05
3523	3e-05
3523.5	3.5e-05
3524	4e-05
3524.5	4.5e-05
3525	5e-05
3525.5	5.5e-05
3526	6e-05
3526.5	6.5e-05
3527	7e-05
3527.5	7.5e-05
3528	8e-05
3528.5	8.5e-05
3529	9e-05
3529.5	9.5e-05
3530	0.0001
3530.5	9.5e-05
3531	9e-05
3531.5	8.5e-05
3532	8e-05
3532.5	7.5e-05
3533	7e-05
3533.5	6.5e-05
3534	6e-05
3534.5	5.5e-05
3535	5e-05
3535.5	4.5e-05
3536	4e-05
3536.5	3.5e-05
3537	3e-05
3537.5	2.5e-05
3538	2e-05
3538.5	1.5e-05
3539	1e-05
3539.5	5e-06
3540	0
3540.5	0
3541	0
3541.5	0
3542	0
3542.5	0
3543	0
3543.5	0
3544	0
3544.5	0
3545	0
3545.5	0
3546	0
3546.5	0
3547	0
3547.5	0
3548	0
3548.5	0
3549	0
3549.5	0
3550	0
3550.5	0
3551	0
3551.5	0
3552	0
3552.5	0
3553	0
3553.5	0
3554	0
3554.5	0
3555	0
3555.5	0
3556	0
3556.5	0
3557	0
3557.5	0
3558	0
3558.5	0
3559	0
3559.5	0
3560	0
3560.5	0
3561	0
3561.5	0
3562	0
3562.5	0
3563	0
3563.5	0
3564	0
3564.5	0
3565	0
3565.5	0
3566	0
3566.5	0
3567	0
3567.5	0
3568	0
3568.5	0
3569	0
3569.5	0
3570	0
3570.5	0
3571	0
3571.5	0
3572	0
3572.5	0
3573	0
3573.5	0
3574	0
3574.5	0
3575	0
3575.5	0
3576	0
3576.5	0
3577	0
3577.5	0
3578	0
3578.5	0
3579	0
3579.5	0
3580	0
3580.5	0
3581	0
3581.5	0
3582	0
3582.5	0
3583	0
3583.5	0
3584	0
3584.5	0
3585	0
3585.5	0
3586	0
3586.5	0
3587	0
3587.5	0
3588	0
3588.5	0
3589	0
3589.5	0
3590	0
3590.5	5e-06
3591	1e-05
3591.5	1.5e-05
3592	2e-05
3592.5	2.5e-05
3593	3e-05
3593.5	3.5e-05
3594	4e-05
3594.5	4.5e-05
3595	5e-05
3595.5	5.5e-05
3596	6e-05
3596.5	6.5e-05
3597	7e-05
3597.5	7.5e-05
3598	8e-05
3598.5	8.5e-05
3599	9e-05
3599.5	9.5e-05
3600	0.0001
3600.5	0.0001
3601	0.0001
3601.5	0.0001
3602	0.0001
3602.5	0.0001
3603	0.0001
3603.5	0.0001
3604	0.0001
3604.5	0.0001
3605	0.0001
3605.5	0.0001
3606	0.0001
3606.5	0.0001
3607	0.0001
3607.5	0.0001
3608	0.0001
3608.5	0.0001
3609	0.0001
3609.5	0.0001
3610	0.0001
3610.5	0.0001
3611	0.0001
3611.5	0.0001
3612	0.0001
3612.5	0.0001
3613	0.0001
3613.5	0.0001
3614	0.0001
3614.5	0.0001
3615	0.0001
3615.5	0.0001
3616	0.0001
3616.5	0.0001
3617	0.0001
3617.5	0.0001
3618	0.0001
3618.5	0.0001
3619	0.0001
3619.5	0.0001
3620	0.0001
3620.5	0.000105
3621	0.00011
3621.5	0.000115
3622	0.00012
3622.5	0.000125
3623	0.00013
3623.5	0.000135
3624	0.00014
3624.5	0.000145
3625	0.00015
3625.5	0.000155
3626	0.00016
3626.5	0.000165
3627	0.00017
3627.5	0.000175
3628	0.00018
3628.5	0.000185
3629	0.00019
3629.5	0.000195
3630	0.0002
3630.5	0.000195
3631	0.00019
3631.5	0.000185
3632	0.00018
3632.5	0.000175
3633	0.00017
3633.5	0.000165
3634	0.00016
3634.5	0.000155
3635	0.00015
3635.5	0.000145
3636	0.00014
3636.5	0.000135
3637	0.00013
3637.5	0.000125
3638	0.00012
3638.5	0.000115
3639	0.00011
3639.5	0.000105
3640	0.0001
3640.5	0.0001
3641	0.0001
3641.5	0.0001
3642	0.0001
3642.5	0.0001
3643	0.0001
3643.5	0.0001
3644	0.0001
3644.5	0.0001
3645	0.0001
3645.5	0.0001
3646	0.0001
3646.5	0.0001
3647	0.0001
3647.5	0.0001
3648	0.0001
3648.5	0.0001
3649	0.0001
3649.5	0.0001
3650	0.0001
3650.5	0.0001
3651	0.0001
3651.5	0.0001
3652	0.0001
3652.5	0.0001
3653	0.0001
3653.5	0.0001
3654	0.0001
3654.5	0.0001
3655	0.0001
3655.5	0.0001
3656	0.0001
3656.5	0.0001
3657	0.0001
3657.5	0.0001
3658	0.0001
3658.5	0.0001
3659	0.0001
3659.5	0.0001
3660	0.0001
3660.5	0.0001
3661	0.0001
3661.5	0.0001
3662	0.0001
3662.5	0.0001
3663	0.0001
3663.5	0.0001
3664	0.0001
3664.5	0.0001
3665	0.0001
3665.5	0.0001
3666	0.0001
3666.5	0.0001
3667	0.0001
3667.5	0.0001
3668	0.0001
3668.5	0.0001
3669	0.0001
3669.5	0.0001
3670	0.0001
3670.5	0.0001
3671	0.0001
3671.5	0.0001
3672	0.0001
3672.5	0.0001
3673	0.0001
3673.5	0.0001
3674	0.0001
3674.5	0.0001
3675	0.0001
3675.5	0.0001
3676	0.0001
3676.5	0.0001
3677	0.0001
3677.5	0.0001
3678	0.0001
3678.5	0.0001
3679	0.0001
3679.5	0.0001
3680	0.0001
3680.5	0.0001
3681	0.0001
3681.5	0.0001
3682	0.0001
3682.5	0.0001
3683	0.0001
3683.5	0.0001
3684	0.0001
3684.5	0.0001
3685	0.0001
3685.5	0.0001
3686	0.0001
3686.5	0.0001
3687	0.0001
3687.5	0.0001
3688	0.0001
3688.5	0.0001
3689	0.0001
3689.5	0.0001
3690	0.0001
3690.5	0.0001
3691	0.0001
3691.5	0.0001
3692	0.0001
3692.5	0.0001
3693	0.0001
3693.5	0.0001
3694	0.0001
3694.5	0.0001
3695	0.0001
3695.5	0.0001
3696	0.0001
3696.5	0.0001
3697	0.0001
3697.5	0.0001
3698	0.0001
3698.5	0.0001
3699	0.0001
3699.5	0.0001
3700	0.0001
3700.5	0.0001
3701	0.0001
3701.5	0.0001
3702	0.0001
3702.5	0.0001
3703	0.0001
3703.5	0.0001
3704	0.0001
3704.5	0.0001
3705	0.0001
3705.5	0.0001
3706	0.0001
3706.5	0.0001
3707	0.0001
3707.5	0.0001
3708	0.0001
3708.5	0.0001
3709	0.0001
3709.5	0.0001
3710	0.0001
3710.5	0.0001
3711	0.0001
3711.5	0.0001
3712	0.0001
3712.5	0.0001
3713	0.0001
3713.5	0.0001
3714	0.0001
3714.5	0.0001
3715	0.0001
3715.5	0.0001
3716	0.0001
3716.5	0.0001
3717	0.0001
3717.5	0.0001
3718	0.0001
3718.5	0.0001
3719	0.0001
3719.5	0.0001
3720	0.0001
3720.5	0.0001
3721	0.0001
3721.5	0.0001
3722	0.0001
3722.5	0.0001
3723	0.0001
3723.5	0.0001
3724	0.0001
3724.5	0.0001
3725	0.0001
3725.5	0.0001
3726	0.0001
3726.5	0.0001
3727	0.0001
3727.5	0.0001
3728	0.0001
3728.5	0.0001
3729	0.0001
3729.5	0.0001
3730	0.0001
3730.5	0.0001
3731	0.0001
3731.5	0.0001
3732	0.0001
3732.5	0.0001
3733	0.0001
3733.5	0.0001
3734	0.0001
3734.5	0.0001
3735	0.0001
3735.5	0.0001
3736	0.0001
3736.5	0.0001
3737	0.0001
3737.5	0.0001
3738	0.0001
3738.5	0.0001
3739	0.0001
3739.5	0.0001
3740	0.0001
3740.5	9.5e-05
3741	9e-05
3741.5	8.5e-05
3742	8e-05
3742.5	7.5e-05
3743	7e-05
3743.5	6.5e-05
3744	6e-05
3744.5	5.5e-05
3745	5e-05
3745.5	4.5e-05
3746	4e-05
3746.5	3.5e-05
3747	3e-05
3747.5	2.5e-05
3748	2e-05
3748.5	1.5e-05
3749	1e-05
3749.5	5e-06
3750	0
3750.5	0
3751	0
3751.5	0
3752	0
3752.5	0
3753	0
3753.5	0
3754	0
3754.5	0
3755	0
3755.5	0
3756	0
3756.5	0
3757	0
3757.5	0
3758	0
3758.5	0
3759	0
3759.5	0
3760	0
3760.5	0
3761	0
3761.5	0
3762	0
3762.5	0
3763	0
3763.5	0
3764	0
3764.5	0
3765	0
3765.5	0
3766	0
3766.5	0
3767	0
3767.5	0
3768	0
3768.5	0
3769	0
3769.5	0
3770	0
3770.5	0
3771	0
3771.5	0
3772	0
3772.5	0
3773	0
3773.5	0
3774	0
3774.5	0
3775	0
3775.5	0
3776	0
3776.5	0
3777	0
3777.5	0
3778	0
3778.5	0
3779	0
3779.5	0
3780	0
3780.5	5e-06
3781	1e-05
3781.5	1.5e-05
3782	2e-05
3782.5	2.5e-05
3783	3e-05
3783.5	3.5e-05
3784	4e-05
3784.5	4.5e-05
3785	5e-05
3785.5	5.5e-05
3786	6e-05
3786.5	6.5e-05
3787	7e-05
3787.5	7.5e-05
3788	8e-05
3788.5	8.5e-05
3789	9e-05
3789.5	9.5e-05
3790	0.0001
3790.5	0.0001
3791	0.0001
3791.5	0.0001
3792	0.0001
3792.5	0.0001
3793	0.0001
3793.5	0.0001
3794	0.0001
3794.5	0.0001
3795	0.0001
3795.5	0.0001
3796	0.0001
3796.5	0.0001
3797	0.0001
3797.5	0.0001
3798	0.0001
3798.5	0.0001
3799	0.0001
3799.5	0.0001
3800	0.0001
3800.5	0.0001
3801	0.0001
3801.5	0.0001
3802	0.0001
3802.5	0.0001
3803	0.0001
3803.5	0.0001
3804	0.0001
3804.5	0.0001
3805	0.0001
3805.5	0.0001
3806	0.0001
3806.5	0.0001
3807	0.0001
3807.5	0.0001
3808	0.0001
3808.5	0.0001
3809	0.0001
3809.5	0.0001
3810	0.0001
3810.5	0.0001
3811	0.0001
3811.5	0.0001
3812	0.0001
3812.5	0.0001
3813	0.0001
3813.5	0.0001
3814	0.0001
3814.5	0.0001
3815	0.0001
3815.5	0.0001
3816	0.0001
3816.5	0.0001
3817	0.0001
3817.5	0.0001
3818	0.0001
3818.5	0.0001
3819	0.0001
3819.5	0.0001
3820	0.0001
3820.5	0.0001
3821	0.0001
3821.5	0.0001
3822	0.0001
3822.5	0.0001
3823	0.0001
3823.5	0.0001
3824	0.0001
3824.5	0.0001
3825	0.0001
3825.5	0.0001
3826	0.0001
3826.5	0.0001
3827	0.0001
3827.5	0.0001
3828	0.0001
3828.5	0.0001
3829	0.0001
3829.5	0.0001
3830	0.0001
3830.5	0.0001
3831	0.0001
3831.5	0.0001
3832	0.0001
3832.5	0.0001
3833	0.0001
3833.5	0.0001
3834	0.0001
3834.5	0.0001
3835	0.0001
3835.5	0.0001
3836	0.0001
3836.5	0.0001
3837	0.0001
3837.5	0.0001
3838	0.0001
3838.5	0.0001
3839	0.0001
3839.5	0.0001
3840	0.0001
3840.5	0.0001
3841	0.0001
3841.5	0.0001
3842	0.0001
3842.5	0.0001
3843	0.0001
3843.5	0.0001
3844	0.0001
3844.5	0.0001
3845	0.0001
3845.5	0.0001
3846	0.0001
3846.5	0.0001
3847	0.0001
3847.5	0.0001
3848	0.0001
3848.5	0.0001
3849	0.0001
3849.5	0.0001
3850	0.0001
3850.5	0.0001
3851	0.0001
3851.5	0.0001
3852	0.0001
3852.5	0.0001
3853	0.0001
3853.5	0.0001
3854	0.0001
3854.5	0.0001
3855	0.0001
3855.5	0.0001
3856	0.0001
3856.5	0.0001
3857	0.0001
3857.5	0.0001
3858	0.0001
3858.5	0.0001
3859	0.0001
3859.5	0.0001
3860	0.0001
3860.5	0.0001
3861	0.0001
3861.5	0.0001
3862	0.0001
3862.5	0.0001
3863	0.0001
3863.5	0.0001
3864	0.0001
3864.5	0.0001
3865	0.0001
3865.5	0.0001
3866	0.0001
3866.5	0.0001
3867	0.0001
3867.5	0.0001
3868	0.0001
3868.5	0.0001
3869	0.0001
3869.5	0.0001
3870	0.0001
3870.5	0.0001
3871	0.0001
3871.5	0.0001
3872	0.0001
3872.5	0.0001
3873	0.0001
3873.5	0.0001
3874	0.0001
3874.5	0.0001
3875	0.0001
3875.5	0.0001
3876	0.0001
3876.5	0.0001
3877	0.0001
3877.5	0.0001
3878	0.0001
3878.5	0.0001
3879	0.0001
3879.5	0.0001
3880	0.0001
3880.5	0.0001
3881	0.0001
3881.5	0.0001
3882	0.0001
3882.5	0.0001
3883	0.0001
3883.5	0.0001
3884	0.0001
3884.5	0.0001
3885	0.0001
3885.5	0.0001
3886	0.0001
3886.5	0.0001
3887	0.0001
3887.5	0.0001
3888	0.0001
3888.5	0.0001
3889	0.0001
3889.5	0.0001
3890	0.0001
3890.5	0.0001
3891	0.0001
3891.5	0.0001
3892	0.0001
3892.5	0.0001
3893	0.0001
3893.5	0.0001
3894	0.0001
3894.5	0.0001
3895	0.0001
3895.5	0.0001
3896	0.0001
3896.5	0.0001
3897	0.0001
3897.5	0.0001
3898	0.0001
3898.5	0.0001
3899	0.0001
3899.5	0.0001
3900	0.0001
3900.5	0.00011
3901	0.00012
3901.5	0.00013
3902	0.00014
3902.5	0.00015
3903	0.00016
3903.5	0.00017
3904	0.00018
3904.5	0.00019
3905	0.0002
3905.5	0.00021
3906	0.00022
3906.5	0.00023
3907	0.00024
3907.5	0.00025
3908	0.00026
3908.5	0.00027
3909	0.00028
3909.5	0.00029
3910	0.0003
3910.5	0.00031
3911	0.00032
3911.5	0.00033
3912	0.00034
3912.5	0.00035
3913	0.00036
3913.5	0.00037
3914	0.00038
3914.5	0.00039
3915	0.0004
3915.5	0.00041
3916	0.00042
3916.5	0.00043
3917	0.00044
3917.5	0.00045
3918	0.00046
3918.5	0.00047
3919	0.00048
3919.5	0.00049
3920	0.0005
3920.5	0.00053
3921	0.00056
3921.5	0.00059
3922	0.00062
3922.5	0.00065
3923	0.00068
3923.5	0.00071
3924	0.00074
3924.5	0.00077
3925	0.0008
3925.5	0.00083
3926	0.00086
3926.5	0.00089
3927	0.00092
3927.5	0.00095
3928	0.00098
3928.5	0.00101
3929	0.00104
3929.5	0.00107
3930	0.0011
3930.5	0.00118
3931	0.00126
3931.5	0.00134
3932	0.00142
3932.5	0.0015
3933	0.00158
3933.5	0.00166
3934	0.00174
3934.5	0.00182
3935	0.0019
3935.5	0.00198
3936	0.00206
3936.5	0.00214
3937	0.00222
3937.5	0.0023
3938	0.00238
3938.5	0.00246
3939	0.00254
3939.5	0.00262
3940	0.0027
3940.5	0.002885
3941	0.00307
3941.5	0.003255
3942	0.00344
3942.5	0.003625
3943	0.00381
3943.5	0.003995
3944	0.00418
3944.5	0.004365
3945	0.00455
3945.5	0.004735
3946	0.00492
3946.5	0.005105
3947	0.00529
3947.5	0.005475
3948	0.00566
3948.5	0.005845
3949	0.00603
3949.5	0.006215
3950	0.0064
3950.5	0.006775
3951	0.00715
3951.5	0.007525
3952	0.0079
3952.5	0.008275
3953	0.00865
3953.5	0.009025
3954	0.0094
3954.5	0.009775
3955	0.01015
3955.5	0.010525
3956	0.0109
3956.5	0.011275
3957	0.01165
3957.5	0.012025
3958	0.0124
3958.5	0.012775
3959	0.01315
3959.5	0.013525
3960	0.0139
3960.5	0.01464
3961	0.01538
3961.5	0.01612
3962	0.01686
3962.5	0.0176
3963	0.01834
3963.5	0.01908
3964	0.01982
3964.5	0.02056
3965	0.0213
3965.5	0.02204
3966	0.02278
3966.5	0.02352
3967	0.02426
3967.5	0.025
3968	0.02574
3968.5	0.02648
3969	0.02722
3969.5	0.02796
3970	0.0287
3970.5	0.03005
3971	0.0314
3971.5	0.03275
3972	0.0341
3972.5	0.03545
3973	0.0368
3973.5	0.03815
3974	0.0395
3974.5	0.04085
3975	0.0422
3975.5	0.04355
3976	0.0449
3976.5	0.04625
3977	0.0476
3977.5	0.04895
3978	0.0503
3978.5	0.05165
3979	0.053
3979.5	0.05435
3980	0.0557
3980.5	0.05784
3981	0.05998
3981.5	0.06212
3982	0.06426
3982.5	0.0664
3983	0.06854
3983.5	0.07068
3984	0.07282
3984.5	0.07496
3985	0.0771
3985.5	0.07924
3986	0.08138
3986.5	0.08352
3987	0.08566
3987.5	0.0878
3988	0.08994
3988.5	0.09208
3989	0.09422
3989.5	0.09636
3990	0.0985
3990.5	0.1011
3991	0.1037
3991.5	0.1063
3992	0.1089
3992.5	0.1115
3993	0.1141
3993.5	0.1167
3994	0.1193
3994.5	0.1219
3995	0.1245
3995.5	0.1271
3996	0.1297
3996.5	0.1323
